,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type,Expiration_Date
3154,SPY251031C00677000,2025-08-25 18:45:53+00:00,677.0,2.52,2.7,2.73,0.0,0.0,134.0,1718.0,0.11353425537109374,False,REGULAR,USD,c,2025-10-31
3155,SPY251031C00678000,2025-08-26 17:54:19+00:00,678.0,2.15,2.51,2.54,-0.73,-25.347221,1.0,19.0,0.11298494445800782,False,REGULAR,USD,c,2025-10-31
3156,SPY251031C00679000,2025-08-26 16:33:20+00:00,679.0,2.06,2.34,2.36,0.38,22.61905,4.0,17.0,0.11240511627197264,False,REGULAR,USD,c,2025-10-31
3157,SPY251031C00680000,2025-08-26 19:21:07+00:00,680.0,2.18,2.18,2.2,0.2700001,14.136131,110.0,4521.0,0.11200839172363279,False,REGULAR,USD,c,2025-10-31
3158,SPY251031C00681000,2025-08-26 18:15:48+00:00,681.0,1.77,2.02,2.05,-0.07000005,-3.8043506,1.0,94.0,0.11164218444824218,False,REGULAR,USD,c,2025-10-31
3159,SPY251031C00682000,2025-08-26 17:31:51+00:00,682.0,1.62,1.87,1.9,-0.49999988,-23.584902,6.0,38.0,0.11115390808105467,False,REGULAR,USD,c,2025-10-31
3160,SPY251031C00683000,2025-08-26 16:36:42+00:00,683.0,1.53,1.74,1.76,-0.44000006,-22.33503,11.0,39.0,0.11066563171386719,False,REGULAR,USD,c,2025-10-31
3161,SPY251031C00684000,2025-08-25 19:57:08+00:00,684.0,1.39,1.61,1.64,-0.060000062,-4.137935,1.0,91.0,0.11045201080322264,False,REGULAR,USD,c,2025-10-31
3162,SPY251031C00685000,2025-08-26 20:05:56+00:00,685.0,1.48,1.49,1.52,0.01999998,1.3698617,6.0,477.0,0.1100552862548828,False,REGULAR,USD,c,2025-10-31
3163,SPY251031C00686000,2025-08-26 15:28:20+00:00,686.0,1.16,1.38,1.4,-0.43000007,-27.04403,1.0,124.0,0.10956700988769531,False,REGULAR,USD,c,2025-10-31
3164,SPY251031C00687000,2025-08-25 17:33:56+00:00,687.0,1.26,1.28,1.3,0.0,0.0,1.0,46.0,0.10932287170410156,False,REGULAR,USD,c,2025-10-31
3165,SPY251031C00688000,2025-08-26 17:54:27+00:00,688.0,1.0,1.18,1.21,-0.20000005,-16.66667,12.0,25.0,0.10920080261230468,False,REGULAR,USD,c,2025-10-31
3166,SPY251031C00689000,2025-08-26 16:04:11+00:00,689.0,0.95,1.09,1.12,-0.38000005,-28.57143,1.0,112.0,0.10892614715576171,False,REGULAR,USD,c,2025-10-31
3167,SPY251031C00690000,2025-08-26 17:27:12+00:00,690.0,1.02,1.01,1.03,0.099999964,10.869561,22.0,1134.0,0.10852942260742188,False,REGULAR,USD,c,2025-10-31
3168,SPY251031C00695000,2025-08-26 15:33:05+00:00,695.0,0.58,0.69,0.71,-0.06999999,-10.76923,1.0,2639.0,0.1081021807861328,False,REGULAR,USD,c,2025-10-31
3169,SPY251031C00700000,2025-08-26 19:21:19+00:00,700.0,0.44,0.48,0.49,0.0,0.0,49.0,5661.0,0.1081021807861328,False,REGULAR,USD,c,2025-10-31
3170,SPY251031C00705000,2025-08-25 17:40:03+00:00,705.0,0.35,0.34,0.35,0.0,0.0,59.0,1695.0,0.10901769897460936,False,REGULAR,USD,c,2025-10-31
3171,SPY251031C00710000,2025-08-26 18:31:29+00:00,710.0,0.24,0.26,0.27,-0.030000016,-11.111116,1.0,1091.0,0.11145908081054687,False,REGULAR,USD,c,2025-10-31
3172,SPY251031C00715000,2025-08-26 19:33:38+00:00,715.0,0.2,0.19,0.2,0.010000005,5.2631607,12.0,336.0,0.11304597900390626,False,REGULAR,USD,c,2025-10-31
3173,SPY251031C00720000,2025-08-26 16:15:46+00:00,720.0,0.15,0.15,0.16,-0.00999999,-6.2499943,1.0,334.0,0.1157314990234375,False,REGULAR,USD,c,2025-10-31
3174,SPY251031C00725000,2025-08-25 14:42:47+00:00,725.0,0.13,0.12,0.13,-0.010000005,-7.1428604,1.0,341.0,0.1186611572265625,False,REGULAR,USD,c,2025-10-31
3175,SPY251031C00730000,2025-08-26 13:30:04+00:00,730.0,0.1,0.1,0.11,-0.009999998,-9.090907,1.0,966.0,0.12207909179687501,False,REGULAR,USD,c,2025-10-31
3176,SPY251031C00735000,2025-08-25 16:01:29+00:00,735.0,0.1,0.08,0.09,0.0,0.0,30.0,426.0,0.12500875,False,REGULAR,USD,c,2025-10-31
3177,SPY251031P00370000,2025-08-26 19:54:23+00:00,370.0,0.2,0.2,0.21,-0.00999999,-4.7619004,837.0,3253.0,0.51562984375,False,REGULAR,USD,p,2025-10-31
3178,SPY251031P00375000,2025-08-26 19:54:23+00:00,375.0,0.22,0.21,0.22,0.010000005,4.761907,401.0,525.0,0.5073291455078125,False,REGULAR,USD,p,2025-10-31
3179,SPY251031P00380000,2025-08-25 18:23:39+00:00,380.0,0.23,0.22,0.23,0.02000001,9.523814,8.0,544.0,0.4995167236328125,False,REGULAR,USD,p,2025-10-31
3180,SPY251031P00385000,2025-08-26 16:57:12+00:00,385.0,0.24,0.24,0.25,-0.010000005,-4.000002,3.0,602.0,0.4931691308593751,False,REGULAR,USD,p,2025-10-31
3181,SPY251031P00390000,2025-08-25 16:28:59+00:00,390.0,0.23,0.25,0.26,0.0,0.0,400.0,926.0,0.48438015625,False,REGULAR,USD,p,2025-10-31
3182,SPY251031P00395000,2025-08-26 14:00:26+00:00,395.0,0.27,0.26,0.28,0.01000002,3.8461618,4.0,561.0,0.4770560107421875,False,REGULAR,USD,p,2025-10-31
3183,SPY251031P00400000,2025-08-26 17:00:03+00:00,400.0,0.28,0.28,0.29,-0.00999999,-3.4482727,10.0,706.0,0.4682670361328125,False,REGULAR,USD,p,2025-10-31
3184,SPY251031P00405000,2025-08-15 16:05:31+00:00,405.0,0.31,0.3,0.31,-0.109999985,-26.190472,6.0,291.0,0.46094289062500005,False,REGULAR,USD,p,2025-10-31
3185,SPY251031P00410000,2025-08-26 20:11:14+00:00,410.0,0.32,0.31,0.32,0.0,0.0,6.0,673.0,0.45166563964843753,False,REGULAR,USD,p,2025-10-31
3186,SPY251031P00415000,2025-08-25 14:54:17+00:00,415.0,0.32,0.33,0.34,0.0,0.0,5.0,449.0,0.4440973559570312,False,REGULAR,USD,p,2025-10-31
3187,SPY251031P00420000,2025-08-26 20:11:13+00:00,420.0,0.36,0.35,0.36,0.02000001,5.8823557,97.0,724.0,0.436529072265625,False,REGULAR,USD,p,2025-10-31
3188,SPY251031P00425000,2025-08-26 20:11:20+00:00,425.0,0.39,0.37,0.39,0.0,0.0,145.0,370.0,0.43018147949218755,False,REGULAR,USD,p,2025-10-31
3189,SPY251031P00430000,2025-08-26 20:11:26+00:00,430.0,0.41,0.41,0.42,0.03999999,10.810808,279.0,101329.0,0.42358974853515624,False,REGULAR,USD,p,2025-10-31
3190,SPY251031P00435000,2025-08-26 20:09:26+00:00,435.0,0.43,0.42,0.43,-0.00999999,-2.272725,136.0,621.0,0.414068359375,False,REGULAR,USD,p,2025-10-31
3191,SPY251031P00440000,2025-08-22 17:07:02+00:00,440.0,0.46,0.44,0.45,-0.00999999,-2.1276577,1.0,1223.0,0.4057676611328125,False,REGULAR,USD,p,2025-10-31
3192,SPY251031P00445000,2025-08-26 20:07:15+00:00,445.0,0.48,0.47,0.48,-0.01000002,-2.0408204,16.0,416.0,0.3986876538085938,False,REGULAR,USD,p,2025-10-31
3193,SPY251031P00450000,2025-08-25 19:13:05+00:00,450.0,0.52,0.5,0.51,0.01999998,3.9999962,114.0,2497.0,0.3913635083007812,False,REGULAR,USD,p,2025-10-31
3194,SPY251031P00455000,2025-08-21 18:58:58+00:00,455.0,0.74,0.53,0.54,0.0,0.0,3.0,551.0,0.38403936279296874,False,REGULAR,USD,p,2025-10-31
3195,SPY251031P00460000,2025-08-26 14:10:57+00:00,460.0,0.57,0.56,0.57,0.029999971,5.55555,60.0,618.0,0.3763490100097656,False,REGULAR,USD,p,2025-10-31
3196,SPY251031P00465000,2025-08-25 18:35:45+00:00,465.0,0.58,0.59,0.6,0.0,0.0,3.0,336.0,0.36865865722656255,False,REGULAR,USD,p,2025-10-31
3197,SPY251031P00470000,2025-08-26 14:21:39+00:00,470.0,0.63,0.62,0.63,0.01999998,3.2786853,5.0,1365.0,0.36072416625976556,False,REGULAR,USD,p,2025-10-31
3198,SPY251031P00475000,2025-08-26 19:16:55+00:00,475.0,0.68,0.66,0.67,0.030000031,4.6153893,3.0,328.0,0.35352208984374994,False,REGULAR,USD,p,2025-10-31
3199,SPY251031P00480000,2025-08-26 20:04:29+00:00,480.0,0.71,0.69,0.7,0.03999996,5.9701433,24.0,207994.0,0.34534346069335936,False,REGULAR,USD,p,2025-10-31
3200,SPY251031P00485000,2025-08-26 19:25:51+00:00,485.0,0.75,0.73,0.75,0.060000002,8.695652,26.0,169.0,0.33850759155273435,False,REGULAR,USD,p,2025-10-31
3201,SPY251031P00490000,2025-08-26 19:54:10+00:00,490.0,0.82,0.78,0.79,0.06999999,9.333332,40.0,578.0,0.33081723876953123,False,REGULAR,USD,p,2025-10-31
3202,SPY251031P00491000,2025-08-26 16:00:12+00:00,491.0,0.8,0.78,0.79,-0.40000004,-33.333336,1.0,476.0,0.32874206420898433,False,REGULAR,USD,p,2025-10-31
3203,SPY251031P00492000,2025-08-22 15:08:33+00:00,492.0,0.84,0.79,0.81,0.0,0.0,5.0,38.0,0.3280096496582031,False,REGULAR,USD,p,2025-10-31
3204,SPY251031P00493000,2025-08-25 16:05:01+00:00,493.0,0.77,0.8,0.82,0.0,0.0,50.0,168.0,0.3265448205566406,False,REGULAR,USD,p,2025-10-31
3205,SPY251031P00494000,2025-08-19 15:17:59+00:00,494.0,1.0,0.81,0.82,0.0,0.0,5.0,23.0,0.3244696459960937,False,REGULAR,USD,p,2025-10-31
3206,SPY251031P00495000,2025-08-26 13:33:16+00:00,495.0,0.87,0.82,0.83,0.01999998,2.352939,20.0,132.0,0.32300481689453114,False,REGULAR,USD,p,2025-10-31
3207,SPY251031P00496000,2025-08-22 14:09:25+00:00,496.0,0.91,0.83,0.84,0.0,0.0,1.0,60.0,0.3215399877929687,False,REGULAR,USD,p,2025-10-31
3208,SPY251031P00497000,2025-08-22 14:45:17+00:00,497.0,0.9,0.84,0.85,0.0,0.0,2.0,157.0,0.3200751586914062,False,REGULAR,USD,p,2025-10-31
3209,SPY251031P00498000,2025-08-21 15:01:18+00:00,498.0,1.13,0.85,0.86,0.0,0.0,3.0,118.0,0.3184882604980468,False,REGULAR,USD,p,2025-10-31
3210,SPY251031P00499000,2025-08-25 19:03:12+00:00,499.0,0.87,0.86,0.87,0.0,0.0,13.0,551.0,0.31702343139648437,False,REGULAR,USD,p,2025-10-31
3211,SPY251031P00500000,2025-08-26 17:27:18+00:00,500.0,0.9,0.87,0.88,0.00999999,1.1235944,54.0,7498.0,0.31555860229492183,False,REGULAR,USD,p,2025-10-31
3212,SPY251031P00501000,2025-08-26 17:41:28+00:00,501.0,0.91,0.88,0.89,0.060000002,7.058823,5.0,221.0,0.31409377319335935,False,REGULAR,USD,p,2025-10-31
3213,SPY251031P00502000,2025-08-20 16:38:16+00:00,502.0,1.26,0.89,0.9,0.0,0.0,1.0,32.0,0.31250687499999996,False,REGULAR,USD,p,2025-10-31
3214,SPY251031P00503000,2025-08-26 14:13:07+00:00,503.0,0.94,0.9,0.91,-0.81,-46.285713,19.0,22.0,0.3110420458984374,False,REGULAR,USD,p,2025-10-31
3215,SPY251031P00504000,2025-08-13 15:42:08+00:00,504.0,1.23,0.91,0.92,0.0,0.0,100.0,215.0,0.3094551477050781,False,REGULAR,USD,p,2025-10-31
3216,SPY251031P00505000,2025-08-26 19:54:10+00:00,505.0,0.96,0.92,0.93,0.0,0.0,60.0,18339.0,0.30799031860351556,False,REGULAR,USD,p,2025-10-31
3217,SPY251031P00506000,2025-08-11 16:57:36+00:00,506.0,1.54,0.93,0.94,0.0,0.0,1.0,67.0,0.3064034204101562,False,REGULAR,USD,p,2025-10-31
3218,SPY251031P00507000,2025-08-22 18:37:09+00:00,507.0,0.96,0.94,0.95,0.0,0.0,21.0,76.0,0.30493859130859374,False,REGULAR,USD,p,2025-10-31
3219,SPY251031P00508000,2025-08-25 13:32:33+00:00,508.0,0.98,0.95,0.97,-0.00999999,-1.0101,3.0,80.0,0.30383996948242187,False,REGULAR,USD,p,2025-10-31
3220,SPY251031P00509000,2025-08-22 17:35:30+00:00,509.0,0.98,0.96,0.98,0.0,0.0,157.0,162.0,0.3023751403808594,False,REGULAR,USD,p,2025-10-31
3221,SPY251031P00510000,2025-08-26 19:40:43+00:00,510.0,1.03,0.97,0.99,0.029999971,2.9999971,31.0,927.0,0.3007882421875,False,REGULAR,USD,p,2025-10-31
3222,SPY251031P00511000,2025-08-19 19:47:46+00:00,511.0,1.31,0.99,1.0,0.0,0.0,2.0,698.0,0.29920134399414056,False,REGULAR,USD,p,2025-10-31
3223,SPY251031P00512000,2025-08-25 13:47:34+00:00,512.0,1.04,1.0,1.01,0.0,0.0,1.0,60.0,0.29761444580078117,False,REGULAR,USD,p,2025-10-31
3224,SPY251031P00513000,2025-08-26 18:53:58+00:00,513.0,1.06,1.01,1.03,-0.19000006,-15.200005,30.0,232.0,0.29651582397460935,False,REGULAR,USD,p,2025-10-31
3225,SPY251031P00514000,2025-08-26 17:11:13+00:00,514.0,1.07,1.02,1.04,0.0200001,1.9047716,8.0,139.0,0.29492892578124996,False,REGULAR,USD,p,2025-10-31
3226,SPY251031P00515000,2025-08-25 14:13:23+00:00,515.0,1.05,1.04,1.05,0.0,0.0,13.0,217.0,0.2933420275878905,False,REGULAR,USD,p,2025-10-31
3227,SPY251031P00516000,2025-08-20 14:13:05+00:00,516.0,1.07,1.05,1.06,-0.53999996,-33.54037,2.0,30.0,0.2916330603027343,False,REGULAR,USD,p,2025-10-31
3228,SPY251031P00517000,2025-08-22 14:20:02+00:00,517.0,1.19,1.06,1.08,0.0,0.0,3.0,84.0,0.29053443847656246,False,REGULAR,USD,p,2025-10-31
3229,SPY251031P00518000,2025-08-25 17:11:20+00:00,518.0,1.04,1.08,1.09,0.0,0.0,2.0,187.0,0.288947540283203,False,REGULAR,USD,p,2025-10-31
3230,SPY251031P00519000,2025-08-22 14:45:47+00:00,519.0,1.17,1.09,1.11,0.0,0.0,2.0,532.0,0.2877268493652343,False,REGULAR,USD,p,2025-10-31
3231,SPY251031P00520000,2025-08-25 19:53:35+00:00,520.0,1.15,1.1,1.12,0.00999999,0.87719214,1.0,888.0,0.28613995117187496,False,REGULAR,USD,p,2025-10-31
3232,SPY251031P00521000,2025-08-25 14:09:44+00:00,521.0,1.12,1.12,1.13,0.0,0.0,1.0,91.0,0.28443098388671867,False,REGULAR,USD,p,2025-10-31
3233,SPY251031P00522000,2025-08-26 19:12:50+00:00,522.0,1.19,1.13,1.15,-0.29999995,-20.134226,4.0,45.0,0.28327132751464834,False,REGULAR,USD,p,2025-10-31
3234,SPY251031P00523000,2025-08-22 16:51:05+00:00,523.0,1.23,1.15,1.16,0.0,0.0,14.0,39.0,0.28162339477539056,False,REGULAR,USD,p,2025-10-31
3235,SPY251031P00524000,2025-08-22 14:14:39+00:00,524.0,1.23,1.16,1.18,-0.059999943,-4.6511583,10.0,287.0,0.28040270385742183,False,REGULAR,USD,p,2025-10-31
3236,SPY251031P00525000,2025-08-25 20:01:58+00:00,525.0,1.25,1.18,1.19,0.0,0.0,21.0,2423.0,0.2786937365722656,False,REGULAR,USD,p,2025-10-31
3237,SPY251031P00526000,2025-08-22 16:51:14+00:00,526.0,1.28,1.19,1.21,0.0,0.0,2.0,21.0,0.27747304565429687,False,REGULAR,USD,p,2025-10-31
3238,SPY251031P00527000,2025-08-25 19:25:46+00:00,527.0,1.24,1.21,1.23,0.0,0.0,1.0,43.0,0.2761302856445312,False,REGULAR,USD,p,2025-10-31
3239,SPY251031P00528000,2025-08-26 17:47:22+00:00,528.0,1.29,1.23,1.24,0.03999996,3.199997,1.0,374.0,0.274421318359375,False,REGULAR,USD,p,2025-10-31
3240,SPY251031P00529000,2025-08-22 14:28:38+00:00,529.0,1.38,1.24,1.26,0.0,0.0,3.0,49.0,0.2732006274414062,False,REGULAR,USD,p,2025-10-31
3241,SPY251031P00530000,2025-08-26 19:33:44+00:00,530.0,1.31,1.26,1.28,0.01999998,1.5503862,4.0,101876.0,0.2718578674316406,False,REGULAR,USD,p,2025-10-31
3242,SPY251031P00531000,2025-08-25 13:43:29+00:00,531.0,1.32,1.28,1.29,0.0,0.0,1.0,20.0,0.2701489001464844,False,REGULAR,USD,p,2025-10-31
3243,SPY251031P00532000,2025-08-22 19:59:30+00:00,532.0,1.34,1.3,1.31,0.0,0.0,1.0,153.0,0.2688061401367187,False,REGULAR,USD,p,2025-10-31
3244,SPY251031P00533000,2025-08-22 17:26:54+00:00,533.0,1.34,1.31,1.33,0.0,0.0,22.0,72.0,0.26746338012695314,False,REGULAR,USD,p,2025-10-31
3245,SPY251031P00534000,2025-08-25 14:33:30+00:00,534.0,1.34,1.33,1.35,0.0,0.0,1.0,38.0,0.2661206201171875,False,REGULAR,USD,p,2025-10-31
3246,SPY251031P00535000,2025-08-22 17:24:54+00:00,535.0,1.38,1.35,1.37,0.0,0.0,9.0,3252.0,0.26471682556152343,False,REGULAR,USD,p,2025-10-31
3247,SPY251031P00536000,2025-08-22 14:09:02+00:00,536.0,1.55,1.37,1.39,0.0,0.0,1.0,479.0,0.2633130310058594,False,REGULAR,USD,p,2025-10-31
3248,SPY251031P00537000,2025-08-25 13:56:07+00:00,537.0,1.44,1.39,1.41,0.0,0.0,1.0,257.0,0.26190923645019537,False,REGULAR,USD,p,2025-10-31
3249,SPY251031P00538000,2025-08-25 17:02:15+00:00,538.0,1.39,1.41,1.43,0.0,0.0,5.0,408.0,0.26050544189453123,False,REGULAR,USD,p,2025-10-31
3250,SPY251031P00539000,2025-08-26 19:52:22+00:00,539.0,1.5,1.43,1.45,0.029999971,2.0408144,5.0,402.0,0.2591016473388672,False,REGULAR,USD,p,2025-10-31
3251,SPY251031P00540000,2025-08-26 19:52:22+00:00,540.0,1.52,1.45,1.47,0.06999993,4.8275814,7.0,3059.0,0.25763681823730467,False,REGULAR,USD,p,2025-10-31
3252,SPY251031P00541000,2025-08-25 14:33:51+00:00,541.0,1.62,1.48,1.49,0.13999999,9.459458,1.0,343.0,0.25617198913574224,False,REGULAR,USD,p,2025-10-31
3253,SPY251031P00542000,2025-08-22 14:17:37+00:00,542.0,1.69,1.5,1.51,0.0,0.0,1.0,287.0,0.2547071600341797,False,REGULAR,USD,p,2025-10-31
3254,SPY251031P00543000,2025-08-25 17:02:19+00:00,543.0,1.5,1.52,1.54,0.0,0.0,2.0,279.0,0.2536085382080079,False,REGULAR,USD,p,2025-10-31
3255,SPY251031P00544000,2025-08-19 15:47:46+00:00,544.0,2.0,1.54,1.56,0.0,0.0,20.0,79.0,0.2520826745605469,False,REGULAR,USD,p,2025-10-31
3256,SPY251031P00545000,2025-08-26 19:33:44+00:00,545.0,1.63,1.57,1.58,0.059999943,3.8216522,4.0,1162.0,0.25061784545898436,False,REGULAR,USD,p,2025-10-31
3257,SPY251031P00546000,2025-08-26 17:10:21+00:00,546.0,1.69,1.59,1.61,0.0,0.0,4.0,153.0,0.2493971545410156,False,REGULAR,USD,p,2025-10-31
3258,SPY251031P00547000,2025-08-25 18:40:50+00:00,547.0,1.64,1.62,1.63,0.0,0.0,2.0,3130.0,0.2478712908935547,False,REGULAR,USD,p,2025-10-31
3259,SPY251031P00548000,2025-08-25 18:47:45+00:00,548.0,1.67,1.64,1.66,0.0,0.0,13.0,363.0,0.24665059997558597,False,REGULAR,USD,p,2025-10-31
3260,SPY251031P00549000,2025-08-26 19:52:22+00:00,549.0,1.74,1.67,1.69,0.029999971,1.7543843,2.0,429.0,0.2454299090576172,False,REGULAR,USD,p,2025-10-31
3261,SPY251031P00550000,2025-08-26 20:12:10+00:00,550.0,1.71,1.7,1.72,-0.01999998,-1.1560682,221.0,30495.0,0.24414818359375,False,REGULAR,USD,p,2025-10-31
3262,SPY251031P00551000,2025-08-26 15:38:40+00:00,551.0,1.85,1.72,1.74,-0.68999994,-27.165352,1.0,173.0,0.2425612854003906,False,REGULAR,USD,p,2025-10-31
3263,SPY251031P00552000,2025-08-13 18:21:07+00:00,552.0,2.41,1.75,1.77,0.0,0.0,1.0,131.0,0.24127955993652345,False,REGULAR,USD,p,2025-10-31
3264,SPY251031P00553000,2025-08-22 14:36:05+00:00,553.0,1.95,1.78,1.8,0.0,0.0,1.0,163.0,0.23993679992675776,False,REGULAR,USD,p,2025-10-31
3265,SPY251031P00554000,2025-08-26 19:11:55+00:00,554.0,1.92,1.81,1.83,0.0,0.0,1.0,217.0,0.2386245571899414,False,REGULAR,USD,p,2025-10-31
3266,SPY251031P00555000,2025-08-26 19:57:47+00:00,555.0,1.89,1.84,1.86,-0.03999996,-2.072537,10.0,12183.0,0.23725127990722655,False,REGULAR,USD,p,2025-10-31
3267,SPY251031P00556000,2025-08-25 20:02:09+00:00,556.0,1.95,1.88,1.89,-0.07999992,-3.940883,1.0,209.0,0.23590851989746092,False,REGULAR,USD,p,2025-10-31
3268,SPY251031P00557000,2025-08-26 19:05:34+00:00,557.0,2.04,1.91,1.93,0.120000005,6.25,1.0,105.0,0.23480989807128905,False,REGULAR,USD,p,2025-10-31
3269,SPY251031P00558000,2025-08-25 19:08:42+00:00,558.0,2.0,1.94,1.96,0.0,0.0,7.0,553.0,0.233406103515625,False,REGULAR,USD,p,2025-10-31
3270,SPY251031P00559000,2025-08-25 18:04:00+00:00,559.0,1.99,1.97,1.99,0.0,0.0,5.0,279.0,0.23200230895996093,False,REGULAR,USD,p,2025-10-31
3271,SPY251031P00560000,2025-08-26 20:13:49+00:00,560.0,2.04,2.03,2.04,-0.10000014,-4.6729035,399.0,12437.0,0.2310867907714844,False,REGULAR,USD,p,2025-10-31
3272,SPY251031P00561000,2025-08-26 19:47:51+00:00,561.0,2.17,2.04,2.07,0.00999999,0.4629625,2.0,322.0,0.22962196166992188,False,REGULAR,USD,p,2025-10-31
3273,SPY251031P00562000,2025-08-21 14:01:41+00:00,562.0,3.28,2.08,2.1,0.0,0.0,1.0,422.0,0.22815713256835937,False,REGULAR,USD,p,2025-10-31
3274,SPY251031P00563000,2025-08-25 13:39:27+00:00,563.0,2.23,2.12,2.14,0.0,0.0,4.0,2399.0,0.2269059243774414,False,REGULAR,USD,p,2025-10-31
3275,SPY251031P00564000,2025-08-21 18:49:36+00:00,564.0,3.41,2.16,2.18,0.0,0.0,1.0,303.0,0.22565471618652344,False,REGULAR,USD,p,2025-10-31
3276,SPY251031P00565000,2025-08-26 19:53:10+00:00,565.0,2.26,2.2,2.22,0.07999992,3.6697211,34.0,1285.0,0.2243729907226562,False,REGULAR,USD,p,2025-10-31
3277,SPY251031P00566000,2025-08-22 14:46:53+00:00,566.0,2.4,2.24,2.26,0.0,0.0,2.0,223.0,0.2230607479858398,False,REGULAR,USD,p,2025-10-31
3278,SPY251031P00567000,2025-08-25 15:12:32+00:00,567.0,2.46,2.28,2.3,0.19000006,8.370047,1.0,763.0,0.2217485052490234,False,REGULAR,USD,p,2025-10-31
3279,SPY251031P00568000,2025-08-25 17:06:09+00:00,568.0,2.32,2.32,2.34,0.0,0.0,3.0,190.0,0.22040574523925777,False,REGULAR,USD,p,2025-10-31
3280,SPY251031P00569000,2025-08-25 19:51:43+00:00,569.0,2.5,2.37,2.39,0.0,0.0,2.0,206.0,0.2192460888671875,False,REGULAR,USD,p,2025-10-31
3281,SPY251031P00570000,2025-08-26 20:01:02+00:00,570.0,2.47,2.41,2.43,-0.059999943,-2.3715394,44.0,8461.0,0.21787281158447264,False,REGULAR,USD,p,2025-10-31
3282,SPY251031P00571000,2025-08-25 14:36:12+00:00,571.0,2.52,2.46,2.48,0.0,0.0,1.0,597.0,0.2166826379394531,False,REGULAR,USD,p,2025-10-31
3283,SPY251031P00572000,2025-08-25 15:12:32+00:00,572.0,2.51,2.5,2.52,0.0,0.0,4.0,5356.0,0.21524832611083983,False,REGULAR,USD,p,2025-10-31
3284,SPY251031P00573000,2025-08-22 19:42:24+00:00,573.0,2.74,2.55,2.57,0.0,0.0,45.0,214.0,0.21399711791992188,False,REGULAR,USD,p,2025-10-31
3285,SPY251031P00574000,2025-08-25 14:31:00+00:00,574.0,2.9,2.6,2.62,0.20000005,7.4074087,3.0,223.0,0.21277642700195312,False,REGULAR,USD,p,2025-10-31
3286,SPY251031P00575000,2025-08-26 19:03:37+00:00,575.0,2.83,2.65,2.67,-0.01999998,-0.70175374,26.0,2671.0,0.2114641842651367,False,REGULAR,USD,p,2025-10-31
3287,SPY251031P00576000,2025-08-26 17:54:28+00:00,576.0,2.98,2.7,2.72,-1.0300002,-25.68579,1.0,263.0,0.21015194152832029,False,REGULAR,USD,p,2025-10-31
3288,SPY251031P00577000,2025-08-25 14:01:38+00:00,577.0,2.88,2.75,2.78,0.0,0.0,11.0,71.0,0.2090533197021484,False,REGULAR,USD,p,2025-10-31
3289,SPY251031P00578000,2025-08-26 17:09:33+00:00,578.0,3.0,2.81,2.83,0.0,0.0,2.0,404.0,0.20768004241943355,False,REGULAR,USD,p,2025-10-31
3290,SPY251031P00579000,2025-08-26 13:58:28+00:00,579.0,3.2,2.86,2.89,0.22000003,7.3825517,6.0,803.0,0.206489868774414,False,REGULAR,USD,p,2025-10-31
3291,SPY251031P00580000,2025-08-26 19:13:36+00:00,580.0,3.02,2.92,2.94,-0.049999952,-1.628663,63.0,6883.0,0.20508607421874997,False,REGULAR,USD,p,2025-10-31
3292,SPY251031P00581000,2025-08-26 17:03:57+00:00,581.0,3.18,2.98,3.0,0.08000016,2.5806506,1.0,94.0,0.20383486602783202,False,REGULAR,USD,p,2025-10-31
3293,SPY251031P00582000,2025-08-22 17:45:01+00:00,582.0,3.46,3.03,3.06,0.31999993,10.19108,5.0,83.0,0.202583657836914,False,REGULAR,USD,p,2025-10-31
3294,SPY251031P00583000,2025-08-22 14:36:05+00:00,583.0,3.41,3.09,3.12,0.0,0.0,150.0,207.0,0.20127141510009766,False,REGULAR,USD,p,2025-10-31
3295,SPY251031P00584000,2025-08-25 13:48:14+00:00,584.0,3.5,3.16,3.18,0.109999895,3.2448347,1.0,43.0,0.19995917236328126,False,REGULAR,USD,p,2025-10-31
3296,SPY251031P00585000,2025-08-26 18:04:55+00:00,585.0,3.51,3.22,3.24,0.16000009,4.7761216,26.0,23175.0,0.1985858950805664,False,REGULAR,USD,p,2025-10-31
3297,SPY251031P00586000,2025-08-26 20:04:13+00:00,586.0,3.35,3.28,3.31,-0.1400001,-4.011464,30.0,102.0,0.19739572143554687,False,REGULAR,USD,p,2025-10-31
3298,SPY251031P00587000,2025-08-25 14:30:07+00:00,587.0,3.5,3.35,3.38,0.0,0.0,1.0,312.0,0.19617503051757812,False,REGULAR,USD,p,2025-10-31
3299,SPY251031P00588000,2025-08-22 13:35:55+00:00,588.0,5.01,3.42,3.45,0.0,0.0,1.0,143.0,0.19489330505371094,False,REGULAR,USD,p,2025-10-31
3300,SPY251031P00589000,2025-08-26 18:44:24+00:00,589.0,3.73,3.49,3.52,-1.5799999,-29.755178,2.0,96.0,0.19361157958984376,False,REGULAR,USD,p,2025-10-31
3301,SPY251031P00590000,2025-08-26 20:04:23+00:00,590.0,3.62,3.56,3.58,-0.2800002,-7.1794925,280.0,3790.0,0.19211623321533206,False,REGULAR,USD,p,2025-10-31
